Date;Heure;Température extérieure (°C);Température intérieure actuelle (°C);Température cible souhaitée (°C);Consommation énergétique (kWh);Statut de l'occupation (binaire);Adresse;Code Postal;Type d'énergie
2023-01-14;21:00:00;26.0;10.2;12;0.28;0;Address 334;59194;Solar
2023-01-14;22:00:00;28.8;22.7;22;2.53;1;Address 335;98174;Solar
2023-01-14;23:00:00;24.7;12.6;12;0.27;0;Address 336;92639;Electricity
2023-01-15;00:00:00;12.3;22.0;22;2.84;1;Address 337;67176;Gas
2023-01-15;01:00:00;0.2;12.0;12;0.26;0;Address 338;66190;Gas
2023-01-15;02:00:00;15.4;11.6;12;0.39;0;Address 339;29226;Electricity
2023-01-15;03:00:00;4.9;12.3;12;0.15;0;Address 340;80296;Gas
2023-01-15;04:00:00;1.2;12.9;12;0.45;0;Address 341;87027;Electricity
2023-01-15;05:00:00;-3.8;22.9;22;2.25;1;Address 342;77843;Electricity
2023-01-15;06:00:00;11.4;21.6;22;2.86;1;Address 343;73715;Solar
2023-01-15;07:00:00;14.6;21.5;22;1.92;1;Address 344;14734;Solar
2023-01-15;08:00:00;9.5;21.4;22;1.6;1;Address 345;58875;Solar
2023-01-15;09:00:00;28.8;12.2;12;0.48;0;Address 346;21902;Solar
2023-01-15;10:00:00;26.8;22.1;22;2.08;1;Address 347;47313;Electricity
2023-01-15;11:00:00;15.2;22.5;22;1.54;1;Address 348;42023;Solar
2023-01-15;12:00:00;21.0;21.9;22;2.84;1;Address 349;61311;Gas
2023-01-15;13:00:00;16.1;12.4;12;0.39;0;Address 350;12985;Electricity
2023-01-15;14:00:00;8.9;22.5;22;1.86;1;Address 351;15942;Electricity
2023-01-15;15:00:00;28.3;21.5;22;1.92;1;Address 352;38573;Electricity
2023-01-15;16:00:00;10.9;21.6;22;1.7;1;Address 353;38570;Gas
2023-01-15;17:00:00;14.4;11.9;12;0.34;0;Address 354;69926;Electricity
2023-01-15;18:00:00;7.2;11.0;12;0.47;0;Address 355;78828;Gas
2023-01-15;19:00:00;21.5;21.4;22;2.01;1;Address 356;98814;Electricity
2023-01-15;20:00:00;16.5;10.8;12;0.2;0;Address 357;70097;Solar
2023-01-15;21:00:00;20.2;21.4;22;2.3;1;Address 358;98887;Solar
2023-01-15;22:00:00;27.8;11.2;12;0.33;0;Address 359;83778;Electricity
2023-01-15;23:00:00;24.9;22.6;22;1.6;1;Address 360;14267;Solar
2023-01-16;00:00:00;7.2;12.4;12;0.23;0;Address 361;84334;Solar
2023-01-16;01:00:00;21.6;11.7;12;0.49;0;Address 362;13410;Gas
2023-01-16;02:00:00;7.8;22.7;22;2.77;1;Address 363;13362;Solar
2023-01-16;03:00:00;10.3;21.9;22;1.52;1;Address 364;42101;Electricity
2023-01-16;04:00:00;20.6;22.8;22;2.61;1;Address 365;84908;Solar
2023-01-16;05:00:00;26.2;12.2;12;0.4;0;Address 366;71775;Solar
2023-01-16;06:00:00;18.9;11.6;12;0.48;0;Address 367;29729;Gas
2023-01-16;07:00:00;-0.9;11.2;12;0.47;0;Address 368;98741;Gas
2023-01-16;08:00:00;0.6;12.5;12;0.39;0;Address 369;97153;Electricity
2023-01-16;09:00:00;20.1;11.9;12;0.49;0;Address 370;20555;Electricity
2023-01-16;10:00:00;13.7;21.0;22;2.72;1;Address 371;83687;Electricity
2023-01-16;11:00:00;6.2;11.5;12;0.35;0;Address 372;68673;Gas
2023-01-16;12:00:00;0.1;22.0;22;1.53;1;Address 373;38257;Electricity
2023-01-16;13:00:00;16.5;21.9;22;2.31;1;Address 374;12015;Gas
2023-01-16;14:00:00;29.8;10.2;12;0.14;0;Address 375;54763;Gas
2023-01-16;15:00:00;13.5;10.8;12;0.18;0;Address 376;96919;Gas
2023-01-16;16:00:00;-1.8;12.6;12;0.43;0;Address 377;82395;Electricity
2023-01-16;17:00:00;-0.4;11.7;12;0.21;0;Address 378;84721;Gas
2023-01-16;18:00:00;24.8;22.3;22;1.59;1;Address 379;97617;Electricity
2023-01-16;19:00:00;26.2;12.2;12;0.35;0;Address 380;13539;Electricity
2023-01-16;20:00:00;16.2;10.6;12;0.36;0;Address 381;87165;Gas
2023-01-16;21:00:00;26.8;22.8;22;2.97;1;Address 382;83674;Gas
2023-01-16;22:00:00;-0.8;21.4;22;2.7;1;Address 383;27279;Electricity
2023-01-16;23:00:00;14.8;21.7;22;2.93;1;Address 384;29539;Gas
2023-01-17;00:00:00;9.5;10.8;12;0.12;0;Address 385;28162;Solar
2023-01-17;01:00:00;14.5;11.2;12;0.33;0;Address 386;37904;Gas
2023-01-17;02:00:00;-1.5;23.0;22;1.98;1;Address 387;29348;Electricity
2023-01-17;03:00:00;7.7;11.6;12;0.12;0;Address 388;11527;Gas
2023-01-17;04:00:00;-2.4;10.0;12;0.22;0;Address 389;79446;Solar
2023-01-17;05:00:00;22.2;22.7;22;2.55;1;Address 390;55981;Solar
2023-01-17;06:00:00;28.7;21.3;22;1.75;1;Address 391;59317;Gas
2023-01-17;07:00:00;6.8;11.9;12;0.29;0;Address 392;27156;Solar
2023-01-17;08:00:00;12.0;10.7;12;0.31;0;Address 393;68218;Electricity
2023-01-17;09:00:00;7.5;10.8;12;0.25;0;Address 394;62137;Solar
2023-01-17;10:00:00;11.0;11.7;12;0.28;0;Address 395;32372;Solar
2023-01-17;11:00:00;29.3;12.2;12;0.22;0;Address 396;87261;Gas
2023-01-17;12:00:00;-2.9;21.1;22;2.93;1;Address 397;52199;Gas
2023-01-17;13:00:00;18.5;11.7;12;0.35;0;Address 398;73989;Solar
2023-01-17;14:00:00;9.3;12.9;12;0.33;0;Address 399;29126;Gas
2023-01-17;15:00:00;-1.9;21.4;22;2.43;1;Address 400;98839;Gas
2023-01-17;16:00:00;1.7;22.8;22;2.82;1;Address 401;83580;Electricity
2023-01-17;17:00:00;20.1;22.9;22;2.82;1;Address 402;17911;Solar
2023-01-17;18:00:00;29.5;22.1;22;2.54;1;Address 403;32834;Electricity
2023-01-17;19:00:00;15.0;22.8;22;2.43;1;Address 404;13946;Gas
2023-01-17;20:00:00;8.2;22.5;22;2.12;1;Address 405;39828;Solar
2023-01-17;21:00:00;26.0;21.1;22;1.69;1;Address 406;13883;Gas
2023-01-17;22:00:00;6.3;22.4;22;2.89;1;Address 407;65108;Electricity
2023-01-17;23:00:00;3.7;22.7;22;2.75;1;Address 408;21500;Electricity
2023-01-18;00:00:00;7.3;11.0;12;0.23;0;Address 409;24869;Solar
2023-01-18;01:00:00;24.7;21.8;22;2.97;1;Address 410;49431;Solar
2023-01-18;02:00:00;5.7;21.8;22;1.67;1;Address 411;43625;Gas
2023-01-18;03:00:00;25.9;21.2;22;1.77;1;Address 412;67554;Solar
2023-01-18;04:00:00;14.1;10.1;12;0.46;0;Address 413;24832;Solar
2023-01-18;05:00:00;11.5;11.5;12;0.31;0;Address 414;71870;Gas
2023-01-18;06:00:00;18.0;22.3;22;2.76;1;Address 415;78003;Solar
2023-01-18;07:00:00;5.9;10.7;12;0.13;0;Address 416;65208;Solar
2023-01-18;08:00:00;16.4;10.2;12;0.43;0;Address 417;57799;Solar
2023-01-18;09:00:00;2.1;22.4;22;1.55;1;Address 418;62277;Gas
2023-01-18;10:00:00;12.9;22.6;22;1.59;1;Address 419;20520;Solar
2023-01-18;11:00:00;23.5;12.7;12;0.31;0;Address 420;89396;Gas
2023-01-18;12:00:00;5.9;22.7;22;2.16;1;Address 421;55309;Solar
2023-01-18;13:00:00;2.6;12.8;12;0.16;0;Address 422;93584;Solar
2023-01-18;14:00:00;9.4;21.1;22;2.68;1;Address 423;12095;Gas
2023-01-18;15:00:00;8.7;22.4;22;2.46;1;Address 424;88836;Gas
2023-01-18;16:00:00;24.5;22.9;22;1.76;1;Address 425;79257;Solar
2023-01-18;17:00:00;25.9;21.5;22;2.45;1;Address 426;80817;Solar
2023-01-18;18:00:00;16.4;21.2;22;2.08;1;Address 427;83940;Electricity
2023-01-18;19:00:00;1.8;22.1;22;1.58;1;Address 428;82108;Gas
2023-01-18;20:00:00;24.4;11.2;12;0.22;0;Address 429;15494;Gas
2023-01-18;21:00:00;20.0;10.2;12;0.36;0;Address 430;67649;Electricity
2023-01-18;22:00:00;23.9;21.3;22;1.95;1;Address 431;92312;Solar
2023-01-18;23:00:00;17.8;12.3;12;0.33;0;Address 432;48366;Solar
2023-01-19;00:00:00;21.9;22.6;22;1.97;1;Address 433;78285;Gas
2023-01-19;01:00:00;22.5;11.1;12;0.12;0;Address 434;43947;Solar
2023-01-19;02:00:00;20.0;10.4;12;0.18;0;Address 435;10329;Electricity
2023-01-19;03:00:00;25.2;11.0;12;0.12;0;Address 436;54531;Electricity
2023-01-19;04:00:00;2.5;12.7;12;0.2;0;Address 437;91255;Electricity
2023-01-19;05:00:00;15.0;21.2;22;2.31;1;Address 438;56121;Gas
2023-01-19;06:00:00;7.1;22.9;22;2.67;1;Address 439;13293;Solar
2023-01-19;07:00:00;13.5;11.0;12;0.45;0;Address 440;22419;Gas
2023-01-19;08:00:00;-4.4;22.4;22;1.66;1;Address 441;60429;Electricity
2023-01-19;09:00:00;25.7;11.9;12;0.37;0;Address 442;33627;Solar
2023-01-19;10:00:00;13.1;11.8;12;0.39;0;Address 443;25414;Solar
2023-01-19;11:00:00;-4.8;12.1;12;0.36;0;Address 444;32780;Gas
2023-01-19;12:00:00;-2.4;12.2;12;0.47;0;Address 445;78017;Solar
2023-01-19;13:00:00;20.8;21.3;22;2.44;1;Address 446;94744;Solar
2023-01-19;14:00:00;14.6;22.2;22;2.13;1;Address 447;65726;Electricity
2023-01-19;15:00:00;28.1;12.8;12;0.12;0;Address 448;28127;Electricity
2023-01-19;16:00:00;14.4;11.9;12;0.4;0;Address 449;59878;Gas
2023-01-19;17:00:00;20.5;11.4;12;0.15;0;Address 450;76231;Electricity
2023-01-19;18:00:00;25.0;22.8;22;2.88;1;Address 451;51867;Solar
2023-01-19;19:00:00;29.6;12.8;12;0.19;0;Address 452;20962;Solar
2023-01-19;20:00:00;21.6;10.4;12;0.4;0;Address 453;26123;Electricity
2023-01-19;21:00:00;-4.9;11.2;12;0.44;0;Address 454;67862;Electricity
2023-01-19;22:00:00;14.5;10.6;12;0.5;0;Address 455;41386;Gas
2023-01-19;23:00:00;16.5;11.9;12;0.42;0;Address 456;64356;Electricity
2023-01-20;00:00:00;23.7;11.1;12;0.15;0;Address 457;35482;Electricity
2023-01-20;01:00:00;-0.0;12.2;12;0.44;0;Address 458;65722;Electricity
2023-01-20;02:00:00;0.2;10.3;12;0.27;0;Address 459;45618;Gas
2023-01-20;03:00:00;29.5;12.8;12;0.24;0;Address 460;99435;Solar
2023-01-20;04:00:00;0.4;22.7;22;1.74;1;Address 461;90352;Gas
2023-01-20;05:00:00;-3.2;22.6;22;2.04;1;Address 462;15490;Gas
2023-01-20;06:00:00;14.9;11.5;12;0.48;0;Address 463;76697;Electricity
2023-01-20;07:00:00;27.5;22.3;22;1.66;1;Address 464;16937;Electricity
2023-01-20;08:00:00;11.1;11.2;12;0.26;0;Address 465;44525;Gas
2023-01-20;09:00:00;19.4;22.2;22;2.47;1;Address 466;51410;Electricity
2023-01-20;10:00:00;8.2;21.6;22;2.99;1;Address 467;10394;Electricity
2023-01-20;11:00:00;20.1;21.1;22;1.87;1;Address 468;37979;Solar
2023-01-20;12:00:00;19.1;10.4;12;0.18;0;Address 469;76381;Solar
2023-01-20;13:00:00;8.0;11.4;12;0.16;0;Address 470;54986;Solar
2023-01-20;14:00:00;27.0;11.7;12;0.38;0;Address 471;85232;Electricity
2023-01-20;15:00:00;22.6;21.2;22;2.32;1;Address 472;17833;Solar
2023-01-20;16:00:00;7.2;12.8;12;0.43;0;Address 473;76049;Solar
2023-01-20;17:00:00;6.0;21.8;22;2.27;1;Address 474;32115;Solar
2023-01-20;18:00:00;-0.6;10.2;12;0.38;0;Address 475;50143;Gas
2023-01-20;19:00:00;5.2;22.9;22;2.08;1;Address 476;24464;Electricity
2023-01-20;20:00:00;7.7;10.1;12;0.15;0;Address 477;62662;Gas
2023-01-20;21:00:00;25.4;21.9;22;2.7;1;Address 478;90807;Solar
2023-01-20;22:00:00;22.5;22.9;22;2.33;1;Address 479;58485;Solar
2023-01-20;23:00:00;3.5;10.7;12;0.4;0;Address 480;62270;Solar
2023-01-21;00:00:00;23.5;22.6;22;2.62;1;Address 481;95565;Solar
2023-01-21;01:00:00;19.7;11.4;12;0.31;0;Address 482;61439;Electricity
2023-01-21;02:00:00;28.0;22.2;22;2.76;1;Address 483;87737;Gas
2023-01-21;03:00:00;29.1;10.3;12;0.12;0;Address 484;27993;Gas
2023-01-21;04:00:00;10.7;10.8;12;0.29;0;Address 485;13545;Gas
2023-01-21;05:00:00;28.6;22.2;22;1.68;1;Address 486;22250;Solar
2023-01-21;06:00:00;5.9;12.1;12;0.34;0;Address 487;82334;Gas
2023-01-21;07:00:00;12.0;21.5;22;2.22;1;Address 488;24777;Gas
2023-01-21;08:00:00;1.3;22.2;22;2.34;1;Address 489;15113;Electricity
2023-01-21;09:00:00;17.0;21.0;22;2.78;1;Address 490;92268;Electricity
2023-01-21;10:00:00;29.6;21.1;22;1.69;1;Address 491;56508;Gas
2023-01-21;11:00:00;4.5;12.0;12;0.29;0;Address 492;19939;Gas
2023-01-21;12:00:00;11.4;22.6;22;2.25;1;Address 493;29721;Gas
2023-01-21;13:00:00;15.8;21.6;22;2.0;1;Address 494;17503;Gas
2023-01-21;14:00:00;8.0;13.0;12;0.23;0;Address 495;87831;Gas
2023-01-21;15:00:00;29.8;12.4;12;0.17;0;Address 496;24580;Electricity
2023-01-21;16:00:00;-2.7;21.1;22;1.64;1;Address 497;24602;Solar
2023-01-21;17:00:00;8.8;22.0;22;2.08;1;Address 498;75054;Electricity
2023-01-21;18:00:00;13.9;21.3;22;1.66;1;Address 499;30091;Electricity
2023-01-21;19:00:00;4.6;21.0;22;2.13;1;Address 500;64615;Electricity
2023-01-21;20:00:00;7.9;10.2;12;0.33;0;Address 501;22845;Electricity
2023-01-21;21:00:00;8.5;13.0;12;0.28;0;Address 502;11972;Solar
2023-01-21;22:00:00;28.2;22.1;22;1.69;1;Address 503;96519;Gas
2023-01-21;23:00:00;29.2;21.7;22;1.74;1;Address 504;54542;Gas
2023-01-22;00:00:00;14.8;12.3;12;0.15;0;Address 505;51720;Solar
2023-01-22;01:00:00;-4.7;21.0;22;2.82;1;Address 506;16593;Electricity
2023-01-22;02:00:00;15.8;10.3;12;0.21;0;Address 507;90785;Gas
2023-01-22;03:00:00;4.0;23.0;22;1.68;1;Address 508;48369;Gas
2023-01-22;04:00:00;26.0;21.8;22;2.86;1;Address 509;37855;Gas
2023-01-22;05:00:00;-1.1;11.3;12;0.22;0;Address 510;29380;Solar
2023-01-22;06:00:00;13.3;21.3;22;1.9;1;Address 511;26615;Electricity
2023-01-22;07:00:00;4.4;10.2;12;0.39;0;Address 512;38295;Electricity
2023-01-22;08:00:00;9.3;22.5;22;2.31;1;Address 513;20578;Gas
2023-01-22;09:00:00;11.3;21.3;22;1.95;1;Address 514;58818;Solar
2023-01-22;10:00:00;7.6;22.2;22;2.01;1;Address 515;19693;Gas
2023-01-22;11:00:00;7.4;22.5;22;2.76;1;Address 516;91360;Solar
2023-01-22;12:00:00;4.6;21.3;22;2.02;1;Address 517;45738;Electricity
2023-01-22;13:00:00;12.3;22.7;22;2.14;1;Address 518;91593;Gas
2023-01-22;14:00:00;29.1;21.7;22;1.56;1;Address 519;80705;Gas
2023-01-22;15:00:00;11.6;21.1;22;2.0;1;Address 520;21017;Electricity
2023-01-22;16:00:00;20.0;22.4;22;2.01;1;Address 521;24527;Solar
2023-01-22;17:00:00;12.5;12.5;12;0.4;0;Address 522;13888;Electricity
2023-01-22;18:00:00;10.8;21.5;22;2.45;1;Address 523;30783;Solar
2023-01-22;19:00:00;21.8;11.3;12;0.11;0;Address 524;72591;Solar
2023-01-22;20:00:00;18.1;12.2;12;0.41;0;Address 525;67536;Electricity
2023-01-22;21:00:00;11.7;21.2;22;2.73;1;Address 526;42201;Electricity
2023-01-22;22:00:00;8.8;21.2;22;2.47;1;Address 527;27047;Electricity
2023-01-22;23:00:00;11.8;21.4;22;2.55;1;Address 528;74057;Gas
2023-01-23;00:00:00;23.2;10.4;12;0.41;0;Address 529;77017;Electricity
2023-01-23;01:00:00;10.2;22.8;22;2.87;1;Address 530;69759;Electricity
2023-01-23;02:00:00;0.7;22.2;22;2.1;1;Address 531;99553;Solar
2023-01-23;03:00:00;23.2;12.9;12;0.19;0;Address 532;47287;Solar
2023-01-23;04:00:00;10.1;22.7;22;2.48;1;Address 533;17808;Gas
2023-01-23;05:00:00;21.7;22.8;22;2.16;1;Address 534;26001;Gas
2023-01-23;06:00:00;24.2;11.7;12;0.24;0;Address 535;68791;Gas
2023-01-23;07:00:00;7.5;10.8;12;0.34;0;Address 536;53523;Solar
2023-01-23;08:00:00;8.5;12.4;12;0.39;0;Address 537;40519;Gas
2023-01-23;09:00:00;-2.5;12.7;12;0.16;0;Address 538;33646;Solar
2023-01-23;10:00:00;-3.3;22.5;22;2.7;1;Address 539;98148;Electricity
2023-01-23;11:00:00;15.1;11.0;12;0.22;0;Address 540;81115;Gas
2023-01-23;12:00:00;-5.0;12.3;12;0.46;0;Address 541;35529;Electricity
2023-01-23;13:00:00;-3.7;10.6;12;0.15;0;Address 542;75437;Solar
2023-01-23;14:00:00;2.6;22.4;22;2.87;1;Address 543;29110;Gas
2023-01-23;15:00:00;1.5;21.3;22;2.95;1;Address 544;73801;Electricity
2023-01-23;16:00:00;27.1;21.6;22;2.47;1;Address 545;18796;Gas
2023-01-23;17:00:00;8.8;21.4;22;2.85;1;Address 546;96885;Electricity
2023-01-23;18:00:00;24.2;10.8;12;0.11;0;Address 547;13677;Gas
2023-01-23;19:00:00;12.9;12.5;12;0.19;0;Address 548;44501;Solar
2023-01-23;20:00:00;-4.5;12.5;12;0.25;0;Address 549;90445;Gas
2023-01-23;21:00:00;16.6;21.8;22;2.38;1;Address 550;38541;Electricity
2023-01-23;22:00:00;16.5;11.5;12;0.16;0;Address 551;45958;Solar
2023-01-23;23:00:00;24.7;11.3;12;0.27;0;Address 552;65596;Gas
2023-01-24;00:00:00;24.1;12.7;12;0.17;0;Address 553;37642;Gas
2023-01-24;01:00:00;-1.8;22.4;22;2.66;1;Address 554;66792;Gas
2023-01-24;02:00:00;0.6;21.3;22;2.1;1;Address 555;36019;Electricity
2023-01-24;03:00:00;23.8;22.6;22;2.27;1;Address 556;54496;Solar
2023-01-24;04:00:00;29.3;21.0;22;2.16;1;Address 557;51042;Gas
2023-01-24;05:00:00;24.0;21.7;22;2.14;1;Address 558;86235;Solar
2023-01-24;06:00:00;22.8;21.9;22;2.11;1;Address 559;10665;Electricity
2023-01-24;07:00:00;9.2;12.6;12;0.27;0;Address 560;54141;Solar
2023-01-24;08:00:00;16.3;11.0;12;0.22;0;Address 561;10371;Electricity
2023-01-24;09:00:00;22.0;21.1;22;2.07;1;Address 562;58291;Electricity
2023-01-24;10:00:00;17.4;10.5;12;0.41;0;Address 563;52232;Electricity
2023-01-24;11:00:00;10.9;12.6;12;0.4;0;Address 564;33675;Electricity
2023-01-24;12:00:00;2.6;11.2;12;0.47;0;Address 565;44476;Solar
2023-01-24;13:00:00;-3.9;10.5;12;0.4;0;Address 566;38929;Gas
2023-01-24;14:00:00;6.1;12.3;12;0.39;0;Address 567;22355;Solar
2023-01-24;15:00:00;-1.6;10.2;12;0.12;0;Address 568;73980;Electricity
2023-01-24;16:00:00;26.7;11.1;12;0.45;0;Address 569;92500;Gas
2023-01-24;17:00:00;14.4;22.2;22;2.74;1;Address 570;46850;Solar
2023-01-24;18:00:00;11.5;21.0;22;2.96;1;Address 571;29172;Solar
2023-01-24;19:00:00;13.1;10.3;12;0.49;0;Address 572;18171;Solar
2023-01-24;20:00:00;1.7;21.4;22;1.91;1;Address 573;99818;Gas
2023-01-24;21:00:00;14.7;12.7;12;0.32;0;Address 574;47692;Electricity
2023-01-24;22:00:00;7.8;22.5;22;2.62;1;Address 575;97516;Gas
2023-01-24;23:00:00;26.7;22.6;22;1.68;1;Address 576;68958;Gas
2023-01-25;00:00:00;-0.7;21.9;22;2.25;1;Address 577;88003;Gas
2023-01-25;01:00:00;26.4;22.7;22;2.93;1;Address 578;63017;Electricity
2023-01-25;02:00:00;21.1;21.4;22;1.9;1;Address 579;13121;Gas
2023-01-25;03:00:00;14.5;10.3;12;0.13;0;Address 580;10749;Electricity
2023-01-25;04:00:00;9.4;22.9;22;2.19;1;Address 581;99535;Solar
2023-01-25;05:00:00;25.5;12.8;12;0.19;0;Address 582;64745;Gas
2023-01-25;06:00:00;18.4;10.4;12;0.19;0;Address 583;14366;Solar
2023-01-25;07:00:00;11.6;22.4;22;2.94;1;Address 584;50174;Gas
2023-01-25;08:00:00;16.3;11.7;12;0.14;0;Address 585;54257;Gas
2023-01-25;09:00:00;24.1;10.5;12;0.36;0;Address 586;89018;Solar
2023-01-25;10:00:00;0.8;10.0;12;0.11;0;Address 587;53618;Electricity
2023-01-25;11:00:00;0.2;22.4;22;2.07;1;Address 588;83217;Gas
2023-01-25;12:00:00;16.0;11.7;12;0.38;0;Address 589;60775;Solar
2023-01-25;13:00:00;22.8;22.5;22;2.39;1;Address 590;36867;Solar
2023-01-25;14:00:00;2.7;11.8;12;0.21;0;Address 591;89337;Gas
2023-01-25;15:00:00;9.3;10.4;12;0.32;0;Address 592;88353;Solar
2023-01-25;16:00:00;26.8;11.3;12;0.22;0;Address 593;16858;Gas
2023-01-25;17:00:00;23.0;21.4;22;2.53;1;Address 594;17757;Gas
2023-01-25;18:00:00;28.3;22.2;22;2.02;1;Address 595;65691;Gas
2023-01-25;19:00:00;16.6;21.4;22;2.25;1;Address 596;12967;Gas
2023-01-25;20:00:00;4.9;22.9;22;2.23;1;Address 597;47074;Solar
2023-01-25;21:00:00;15.1;21.7;22;1.62;1;Address 598;19881;Solar
2023-01-25;22:00:00;-1.1;22.1;22;2.42;1;Address 599;57253;Solar
2023-01-25;23:00:00;-4.9;10.8;12;0.13;0;Address 600;74951;Gas
2023-01-26;00:00:00;20.6;21.7;22;2.77;1;Address 601;34045;Gas
2023-01-26;01:00:00;8.7;10.6;12;0.33;0;Address 602;12064;Electricity
2023-01-26;02:00:00;0.1;12.4;12;0.11;0;Address 603;16596;Gas
2023-01-26;03:00:00;-1.0;21.3;22;1.64;1;Address 604;19327;Gas
2023-01-26;04:00:00;8.7;22.9;22;2.57;1;Address 605;16766;Solar
2023-01-26;05:00:00;2.9;22.7;22;2.98;1;Address 606;37698;Gas
2023-01-26;06:00:00;9.5;22.3;22;2.05;1;Address 607;18007;Solar
2023-01-26;07:00:00;14.9;21.2;22;2.56;1;Address 608;68812;Gas
2023-01-26;08:00:00;-1.8;11.5;12;0.42;0;Address 609;55674;Electricity
2023-01-26;09:00:00;-3.2;21.5;22;1.68;1;Address 610;93172;Gas
2023-01-26;10:00:00;23.7;21.2;22;2.48;1;Address 611;27066;Electricity
2023-01-26;11:00:00;-2.8;21.6;22;1.91;1;Address 612;11019;Electricity
2023-01-26;12:00:00;25.2;22.3;22;2.1;1;Address 613;89664;Solar
2023-01-26;13:00:00;7.9;22.9;22;1.98;1;Address 614;51280;Gas
2023-01-26;14:00:00;18.2;12.2;12;0.46;0;Address 615;96609;Gas
2023-01-26;15:00:00;14.5;11.3;12;0.15;0;Address 616;68321;Gas
2023-01-26;16:00:00;14.7;11.2;12;0.34;0;Address 617;78182;Gas
2023-01-26;17:00:00;27.7;21.8;22;2.11;1;Address 618;47489;Electricity
2023-01-26;18:00:00;26.5;21.7;22;2.5;1;Address 619;44247;Solar
2023-01-26;19:00:00;26.1;12.5;12;0.44;0;Address 620;15550;Solar
2023-01-26;20:00:00;6.3;11.9;12;0.28;0;Address 621;65395;Solar
2023-01-26;21:00:00;-1.4;10.9;12;0.31;0;Address 622;36774;Gas
2023-01-26;22:00:00;27.9;11.9;12;0.45;0;Address 623;49965;Solar
2023-01-26;23:00:00;10.3;22.7;22;1.89;1;Address 624;87906;Electricity
2023-01-27;00:00:00;14.4;11.2;12;0.38;0;Address 625;64417;Solar
2023-01-27;01:00:00;5.1;11.9;12;0.12;0;Address 626;18752;Solar
2023-01-27;02:00:00;29.2;22.7;22;2.88;1;Address 627;94015;Solar
2023-01-27;03:00:00;23.0;10.2;12;0.13;0;Address 628;92573;Gas
2023-01-27;04:00:00;8.8;12.8;12;0.26;0;Address 629;15125;Gas
2023-01-27;05:00:00;8.7;10.0;12;0.25;0;Address 630;21871;Solar
2023-01-27;06:00:00;24.8;11.1;12;0.31;0;Address 631;24956;Electricity
2023-01-27;07:00:00;27.6;22.4;22;1.85;1;Address 632;60150;Solar
2023-01-27;08:00:00;24.1;22.7;22;2.09;1;Address 633;86561;Electricity
2023-01-27;09:00:00;11.9;22.7;22;2.52;1;Address 634;42505;Electricity
2023-01-27;10:00:00;21.4;11.8;12;0.27;0;Address 635;46829;Electricity
2023-01-27;11:00:00;18.9;12.8;12;0.3;0;Address 636;52658;Electricity
2023-01-27;12:00:00;11.3;21.5;22;1.72;1;Address 637;92443;Electricity
2023-01-27;13:00:00;13.6;22.8;22;2.12;1;Address 638;59421;Solar
2023-01-27;14:00:00;10.4;10.2;12;0.33;0;Address 639;71059;Solar
2023-01-27;15:00:00;0.1;21.7;22;2.81;1;Address 640;37513;Gas
2023-01-27;16:00:00;5.6;22.5;22;1.78;1;Address 641;29861;Solar
2023-01-27;17:00:00;17.6;11.3;12;0.45;0;Address 642;96919;Gas
2023-01-27;18:00:00;5.6;22.2;22;2.05;1;Address 643;23373;Gas
2023-01-27;19:00:00;3.8;22.5;22;2.54;1;Address 644;54145;Electricity
2023-01-27;20:00:00;12.8;12.2;12;0.48;0;Address 645;88225;Electricity
2023-01-27;21:00:00;6.4;11.3;12;0.45;0;Address 646;21694;Electricity
2023-01-27;22:00:00;0.1;21.1;22;2.2;1;Address 647;57601;Gas
2023-01-27;23:00:00;17.9;22.4;22;2.38;1;Address 648;76548;Gas
2023-01-28;00:00:00;20.0;10.4;12;0.15;0;Address 649;86480;Gas
2023-01-28;01:00:00;13.0;10.3;12;0.36;0;Address 650;28541;Solar
2023-01-28;02:00:00;10.8;22.8;22;2.3;1;Address 651;56947;Solar
2023-01-28;03:00:00;0.6;10.7;12;0.43;0;Address 652;25697;Solar
2023-01-28;04:00:00;20.5;12.9;12;0.5;0;Address 653;89263;Electricity
2023-01-28;05:00:00;7.1;11.9;12;0.2;0;Address 654;19728;Electricity
2023-01-28;06:00:00;2.3;10.7;12;0.21;0;Address 655;87287;Electricity
2023-01-28;07:00:00;29.1;11.3;12;0.47;0;Address 656;55468;Solar
2023-01-28;08:00:00;6.7;22.0;22;1.75;1;Address 657;15133;Solar
2023-01-28;09:00:00;18.8;11.0;12;0.11;0;Address 658;45693;Gas
2023-01-28;10:00:00;-4.7;22.6;22;1.75;1;Address 659;74156;Electricity
2023-01-28;11:00:00;-4.2;10.6;12;0.27;0;Address 660;61870;Gas
2023-01-28;12:00:00;10.2;21.4;22;2.6;1;Address 661;47197;Electricity
2023-01-28;13:00:00;21.5;21.4;22;2.82;1;Address 662;93499;Solar
2023-01-28;14:00:00;6.5;21.5;22;1.87;1;Address 663;93682;Solar
2023-01-28;15:00:00;9.5;22.6;22;1.89;1;Address 664;54747;Gas
2023-01-28;16:00:00;21.3;22.0;22;1.54;1;Address 665;79848;Solar
2023-01-28;17:00:00;28.6;22.6;22;2.52;1;Address 666;63354;Gas
2023-01-28;18:00:00;26.9;11.9;12;0.32;0;Address 667;41557;Gas
2023-01-28;19:00:00;-1.9;11.6;12;0.4;0;Address 668;68413;Solar
